_id,author,content,description,publishedAt,source.id,source.name,title,url,urlToImage
642b43b10fef451bfdd77b7f,newsfeedback@fool.com (Dominic Basulto),"In early March, the U.S. Treasury announced plans to impose a 30% tax on U.S.based crypto mining operations. Moreover, the U.S. Treasury signaled that, moving forward, all crypto mining companies wi… [+5496 chars]","While Bitcoin miners would likely suffer from a new 30% tax on operations, the outlook is much more uncertain for the price of Bitcoin.",20230314T09:13:00Z,null,Motley Fool,What Do New Crypto Mining Taxes Mean For Bitcoin?,https://www.fool.com/investing/2023/03/14/whatdonewcryptominingtaxesmeanforbitcoin/,https://g.foolcdn.com/editorial/images/724432/bitcoinhitbylightningcrypto.jpg
642b43b10fef451bfdd77b80,Tyler Cowen,"“Crypto prices soar on support for depositors” (FT)
Bitcoin and ether jump 20% in the last three days after US authorities intervene
I’ve said it before and I’ll say it again.  Crypto is a “luxury,… [+210 chars]","“Crypto prices soar on support for depositors” (FT) Bitcoin and ether jump 20% in the last three days after US authorities intervene I’ve said it before and I’ll say it again.  Crypto is a “luxury,” longterm financial intermediation project which may or may …",20230315T06:28:11Z,null,Marginalrevolution.com,Not your grandfather’s crypto?,https://marginalrevolution.com/marginalrevolution/2023/03/notyourgrandfatherscrypto.html,https://marginalrevolution.com/wpcontent/uploads/2016/10/MRlogothumbnail.png
642b43b10fef451bfdd77b81,newsfeedback@fool.com (David Moadel),"Bracing for a crypto comeback? Consider buying the granddaddy of cryptocurrencies, Bitcoin (BTC 0.48%), if you're bullish on blockchainbased tokens generally. After all, crypto is already volatile … [+4155 chars]","Just because an asset is already pricey doesn't mean it can't make a multibagger move.",20230307T18:49:00Z,null,Motley Fool,Do This Before Bitcoin Skyrockets,https://www.fool.com/investing/2023/03/07/dothisbeforebitcoinskyrockets/,https://g.foolcdn.com/editorial/images/723217/btcbitcoincoincryptocurrencycryptodigitalassetscryptocurrenciescryptoselectroniccurrency.jpg
642b43b10fef451bfdd77b82,Carly Wanna,"(Bloomberg)  Turmoil in the banking sector, hotterthan expected inflation data, and renewed hopes for a dovish Federal Reserve has Bitcoin reaching levels not seen in about nine months.
Most Read… [+2395 chars]","(Bloomberg)  Turmoil in the banking sector, hotterthan expected inflation data, and renewed hopes for a dovish Federal Reserve has Bitcoin reaching levels...",20230319T18:11:04Z,null,Yahoo Entertainment,"Bitcoin Thrives in Chaos, Breaks Above $28,000 For First Time Since June",https://finance.yahoo.com/news/bitcointhriveschaosbreaksabove181104262.html,https://media.zenfs.com/en/bloomberg_technology_68/6a26017e0a549b9427e8c31fe0740a11
642b43b10fef451bfdd77b83,newsfeedback@fool.com (Leo Sun),"In late 2020, Marathon Digital(MARA 6.42%) transformed from a patent holding company into a Bitcoin(BTC 3.08%) mining one. It abandoned its original business model, poured all of its cash into Bitco… [+4766 chars]",The Bitcoin mining company faces some nearterm challenges.,20230315T13:03:20Z,null,Motley Fool,Where Will Marathon Digital Stock Be in 1 Year?,https://www.fool.com/investing/2023/03/15/wherewillmarathondigitalstockbein1year/,https://g.foolcdn.com/editorial/images/724692/bitcointokens.jpg
642b43b10fef451bfdd77b84,newsfeedback@fool.com (RJ Fulton),"Bitcoin (BTC 3.61%), which is up more than 60% this year, just experienced its best week since December 2020. While stretches like this often lead investors to anticipate some sort of correction, th… [+2902 chars]","As spring approaches, it seems Bitcoin is warming up, too.",20230328T11:45:00Z,null,Motley Fool,3 Reasons Bitcoin Might Have Thawed This Crypto Winter,https://www.fool.com/investing/2023/03/28/3reasonsbitcoinmighthavethawedthiscryptowi/,https://g.foolcdn.com/editorial/images/725986/futuristicrocketshipblastingthroughspacetothemoon.jpg
642b43b10fef451bfdd77b85,newsfeedback@fool.com (RJ Fulton),"With the recent turmoil in the banking industry as a backdrop, Cathie Wood and her team at Ark Invest believe Bitcoin (BTC 1.69%) is displaying traits usually only seen in safehaven assets such as g… [+3056 chars]","While banks stumbled, Bitcoin proved why it's a viable alternative.",20230324T10:59:00Z,null,Motley Fool,Is the Banking Fiasco a Boon for Bitcoin? Cathie Wood Thinks So,https://www.fool.com/investing/2023/03/24/isthebankingfiascoaboonforbitcoincathiewo/,https://g.foolcdn.com/editorial/images/725667/futuristicrocketshipblastingthroughspacetothemoon.jpg
642b43b10fef451bfdd77b86,AndroidGuys,"Bitcoin is the safest way to fund your online casino account and the fastest option when it comes to withdrawals one of the many reasons UK players prefer to play at Bitcoin casinos.
But, before you… [+29445 chars]","Bitcoin is the safest way to fund your online casino account and the fastest option when it comes to withdrawals — one of the many reasons UK players prefer to play at Bitcoin casinos. But, before you join the very first crypto gambling site you come across, …",20230324T13:00:00Z,null,AndroidGuys,Best Bitcoin casinos in the UK: Top crypto online casinos for UK players (Exclusive games & BTC bonuses),https://www.androidguys.com/promotednews/bestbitcoincasinosuk/,https://www.androidguys.com/wpcontent/uploads/2023/03/bestbitcoincasinouk2.jpg
642b43b10fef451bfdd77b87,Juli Clover,"With the launch of iOS 16.3 and macOS 13.2 Ventura, Apple added Security Keys for the Apple ID, offering a more robust way to protect your Apple account and everything associated with your Apple acco… [+7125 chars]","With the launch of iOS 16.3 and macOS 13.2 Ventura, Apple added Security Keys for the Apple ID, offering a more robust way to protect your Apple account and everything associated with your Apple account.





A Security Key is a physical device that works wit…",20230317T19:10:00Z,null,MacRumors,"Review: Yubico's 5C NFC YubiKey Works Well With Apple's Security Keys Feature",https://www.macrumors.com/review/yubikey5cnfc/,https://images.macrumors.com/t/I7RtipzjsBHjZC5jsl0h58bxxh4=/1600x/articlenew/2023/03/yubico5cnfc.jpg
642b43b10fef451bfdd77b88,Katie Rees,"Cryptocurrency is an undeniably controversial kind of asset. While some love the crypto space and have invested thousands in the industry, others steer clear of crypto altogether, believing it to be … [+9071 chars]","Getting into crypto isn't clearcut, so we've summarized the reasons why you and why you shouldn't.",20230304T11:15:15Z,null,MakeUseOf,The 12 Main Pros and Cons of Crypto Explained,https://www.makeuseof.com/prosconsofcryptosummarized/,https://static1.makeuseofimages.com/wordpress/wpcontent/uploads/2023/02/goldbtcdogeth.jpg
642b43b10fef451bfdd77b89,newsfeedback@fool.com (Dominic Basulto),"For the first two months of 2023, Bitcoin(BTC 4.50%) has been on a remarkable run. It's now up 41.45% for the year, and trades at just over $23,479. But there are signs that Bitcoin is running out o… [+4164 chars]","For investors taking a longterm approach to the crypto market, Bitcoin's current price looks like an incredible bargain.",20230303T11:55:00Z,null,Motley Fool,"Should You Buy Bitcoin While It's Still Below $25,000?",https://www.fool.com/investing/2023/03/03/shouldyoubuybitcoinbelow25000/,https://g.foolcdn.com/editorial/images/723062/goldcoinwithbitcoinsymbolonitcryptocurrencybtc.jpg
642b43b10fef451bfdd77b8a,"Rashan Dixon, Microsoft",Digital security is a growing concern for business owners. We live in a postpandemic era defined by data breaches and online threats that have only increased as everyone has adjusted to a remotefir… [+5067 chars],Leaders must use cybersecurityfocused vendors and identity providers (idPs) that use solutions like multifactor authentication (MFA).,20230312T17:10:00Z,null,VentureBeat,Multifactor authentication: Keeping employee data secure through digital ID management,https://venturebeat.com/security/multifactorauthenticationkeepingemployeedatasecurethroughdigitalidmanagement/,https://venturebeat.com/wpcontent/uploads/2022/06/GettyImages1371541328e1655483927844.jpg?w=1200&strip=all
642b43b10fef451bfdd77b8b,newsfeedback@fool.com (Dominic Basulto),"New nonfungible tokens (NFTs) from Bitcoin known as Ordinals continue to generate a tremendous amount of buzz, hype, and speculation. But what impact will they actually have on the valuation of Bitc… [+4939 chars]",Bitcoin NFTs are an interesting phenomenon but are unlikely to move the needle on how longterm investors value the crypto.,20230306T11:05:00Z,null,Motley Fool,"What Do New NFTs Mean for Bitcoin's Future Valuation?",https://www.fool.com/investing/2023/03/06/whatnewnftsmeanforbitcoinsfuture/,https://g.foolcdn.com/editorial/images/723253/nftnonfungibletokengoldencoinsfalling.jpg
642b43b10fef451bfdd77b8c,newsfeedback@fool.com (Dominic Basulto),"Bitcoin(BTC 2.43%) has been on a remarkable run to start the year, up 65.93% year to date. But, as any crypto investor knows, investing in Bitcoin always comes with tremendous volatility and risk. E… [+5448 chars]","Coinbase Global, MicroStrategy, and PayPal could give investors indirect access to Bitcoin  with less volatility and risk.",20230324T15:33:00Z,null,Motley Fool,Still Not Ready to Buy Bitcoin? Invest in These Stocks Instead,https://www.fool.com/investing/2023/03/24/notreadytobuybitcoininvestinthesestocks/,https://g.foolcdn.com/editorial/images/725659/bitcoinhitbylightningcrypto.jpg
642b43b10fef451bfdd77b8d,newsfeedback@fool.com (RJ Fulton),"Many believe that the recent turmoil in the banking industry is the reason for Bitcoin's (BTC 0.22%) recent jump and why it moved past $28,000 for the first time in nine months. While it might come … [+3820 chars]","Up more than 30% in the last two weeks, Bitcoin seems to be benefiting from troubles in the banking sector. But can it actually replace banks?",20230325T16:37:00Z,null,Motley Fool,Is Bitcoin the Future of Banking?,https://www.fool.com/investing/2023/03/25/isbitcointhefutureofbanking/,https://g.foolcdn.com/editorial/images/725676/bitcoincryptocurrencycomputerdisplay1.jpg
642b43b10fef451bfdd77b8e,Yilmaz Mustafa,"Bitcoin(BTC 0.22%) has been on a remarkable run to start the year, up 65.93% year to date. But, as any crypto investor knows, investing in Bitcoin always comes with tremendous volatility and risk. E… [+5448 chars]","Bitcoin is still a buy, even after its recent run-up.",20230326T15:00:00Z,null,Motley Fool,Why Bitcoin Is Still a Buy???,https://www.fool.com/investing/2023/03/26/whybitcoinisstillabuy/,https://g.foolcdn.com/editorial/images/725776/bitcoinbtc.jpg
